,Population,Children,Age,Income,Email,Bandwidth_GB_Year,MaritalClass,GenderClass,InternetServiceClass,TechieClass,Port_modemClass,TabletClass,PhoneClass,MultipleClass,OnlineSecurityClass,OnlineBackupClass,DeviceProtectionClass,TechSupportClass,StreamingTVClass,StreamingMoviesClass,PaperlessBillingClass
0,0.0003397407241841752,0.0,0.7042253521126761,0.10912047373985037,0.4090909090909091,0.10695110858032117,0.25,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1,0.09339293696915511,0.1,0.1267605633802817,0.08259884867274105,0.49999999999999994,0.09216511350895276,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2,0.033392936969155115,0.4,0.45070422535211274,0.03581832252487053,0.36363636363636365,0.27117970669046576,0.25,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3,0.12394278050961108,0.1,0.4225352112676056,0.07184843994456358,0.6363636363636365,0.2868679834244005,1.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
4,0.10149307107733571,0.0,0.9154929577464789,0.1536461345903956,0.6818181818181819,0.016561310558048707,0.5,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
5,0.15825659365221278,0.30000000000000004,0.9154929577464789,0.08629415905185507,0.6363636363636365,0.12620182002821403,0.75,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
6,0.022664282521233793,0.0,0.8591549295774649,0.0430042262673397,0.4090909090909091,0.2501238747083258,0.25,0.5,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
7,0.20691998211890925,0.2,0.16901408450704225,0.10214953640085518,0.6818181818181819,0.11767101542385794,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
8,0.15512740277156906,0.2,0.43661971830985913,0.2254317631928862,0.8636363636363638,0.16525628773421222,0.5,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
9,0.18053643272239606,0.1,0.9577464788732394,0.19293110945599617,0.7727272727272728,0.05044025798926385,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
10,0.004962002682163611,0.7000000000000001,0.07042253521126762,0.08598667742040163,0.36363636363636365,0.3674263450787486,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
11,0.29836388019669197,0.2,0.5352112676056339,0.0695931492009558,0.7272727272727273,0.14636763895762311,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
12,0.004970943227536879,0.0,0.9154929577464789,0.3222655416784003,0.36363636363636365,0.14862355197464575,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13,0.0,0.5,0.15492957746478875,0.44387932285814974,0.5909090909090909,0.2560425830772109,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
14,0.07299955297273134,0.1,0.16901408450704225,0.24717709623088244,0.4090909090909091,0.20372580152688888,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
15,0.01871256146624944,0.30000000000000004,0.295774647887324,0.3431138405681828,0.5454545454545455,0.24052456768232058,0.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
16,0.4477335717478766,0.0,0.6338028169014085,0.1210999194243418,0.5454545454545455,0.27341713431225023,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
17,0.06481001341081806,0.2,0.5915492957746479,0.1693823096264222,0.6818181818181819,0.10374733938116554,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
18,0.08460438086723289,0.30000000000000004,0.6056338028169014,0.15050537410207146,0.45454545454545453,0.23953680558100107,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
19,0.028404112650871702,0.30000000000000004,0.07042253521126762,0.07405116873381347,0.4090909090909091,0.2568116744414448,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
20,0.000616897630755476,0.4,0.2816901408450705,0.15190574987943434,0.5909090909090909,0.3105333745871254,0.75,0.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
21,0.12910147518998658,0.30000000000000004,0.16901408450704225,0.17546100875711557,0.7727272727272728,0.06262587139573725,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
22,0.00340634778721502,0.30000000000000004,0.47887323943661975,0.10478881175289942,0.6818181818181819,0.07961142271689281,0.25,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
23,0.019606616003576216,0.2,0.7042253521126761,0.30690515174063804,0.36363636363636365,0.11278309679727794,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
24,0.08434510505140813,0.30000000000000004,0.8028169014084506,0.10895930695264702,0.6363636363636365,0.10212891230045415,0.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
25,0.2643540455967814,0.1,0.8309859154929579,0.047225156190032626,0.49999999999999994,0.08835428247089785,0.5,0.5,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,0.027617344658024137,0.1,0.4084507042253521,0.032541071133728866,0.6363636363636365,0.19289564792436836,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
27,0.05053196244970943,0.0,0.7323943661971831,0.16837636122988478,0.49999999999999994,0.03763048528824814,0.25,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
28,0.01534197586052749,0.30000000000000004,0.02816901408450706,0.039194625545968455,0.5454545454545455,0.1576230096243268,0.5,0.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
29,0.4692355833705856,0.4,0.7183098591549296,0.12799791206435318,0.7727272727272728,0.22697579175268365,0.75,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,0.10074206526598121,0.9,0.3802816901408451,0.16644568599983534,0.5909090909090909,0.23416361984206938,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
31,0.015780062583817613,0.0,0.3098591549295775,0.08294349883851232,0.5454545454545455,0.048114748934151345,0.75,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
32,0.006079570853822083,0.6000000000000001,0.9014084507042254,0.19961877692470645,0.36363636363636365,0.12258007258579454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
33,0.0012159141707644165,0.5,0.7887323943661971,0.0989875422753401,0.3181818181818182,0.3605717911227879,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
34,0.013562807331247205,0.4,0.7183098591549296,0.0420144448295378,0.6363636363636365,0.13226400774506775,0.25,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
35,0.12608851139919533,0.1,0.47887323943661975,0.030688678019662047,0.45454545454545453,0.15056161134633675,0.75,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
36,0.057165847116674114,0.2,0.11267605633802819,0.03777243597739302,0.6818181818181819,0.10595957280940232,0.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,0.04523021904336164,0.1,0.09859154929577468,0.13877493052365517,0.36363636363636365,0.16926218377015004,0.75,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
